measurement_condition_key	hard_within_source_conflict	rows	record_ids	source_ids	targets_json	interpretation
MLMEASURE1:c7455adc984aff22c94a0d94	true	2	PV13:0fdb7a129b50a254364143db;PV13:30733fcdf3d81261fa5b5850	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.456"",""="",""""],[""-6.824"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:c745aad7cb279754bfac096e	true	4	PV13:25742c1e3591c7cb7d696ebe;PV13:5ad9672c290821a34885fecc;PV13:9340a3f24c763f874fa4a84a;PV13:9698eb72621fc2771af6d70d	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.522878745"",""="",""""],[""-5.872895202"",""="",""""],[""-6.065501549"",""="",""""],[""-6.15490196"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:c7a5fb3e3bd62ce980f41ae5	true	2	PV13:13c9584565ad4001c37ef956;PV13:61a2f3fa9d93e2bd70a29b29	PEPlife2	"[[""-0.380211241712"",""="",""""],[""1.56820172407"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:c7bd190cb5ca6a71ee711d20	true	4	PV13:271a39502815c90ebd5aaf7c;PV13:a10148201f72dbcf4673186f;PV13:c08979c1f936277916eba80f;PV13:e29db86bd7b292dca9749b13	PEPlife2	"[[""-0.221848749616"",""="",""""],[""-0.443697499233"",""="",""""],[""-0.795880017344"",""="",""""],[""1.2671717284"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:c8002176eef20f2923f4bc56	true	2	PV13:440689ec87f076d7612f8ef3;PV13:75cb8b1cd0900426123048fe	PEPlife2	"[[""-0.875061263392"",""="",""""],[""-1.47712125472"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:c90891116ddd9ec2a0a9e97a	true	5	PV13:05508fdf73e7c7ad16b442ae;PV13:0ba299a7b057b87f56e01a4d;PV13:c8fbf457536831022a139d30;PV13:cdf47c6a96310c0d8c3fa617;PV13:cfe1c72c78e1eef5f9cd7e10	NIST ThermoML	"[[""-2.17582207991"",""="",""""],[""-2.2554801475"",""="",""""],[""-2.34657521636"",""="",""""],[""-2.44841583064"",""="",""""],[""-2.60991312458"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:ca45a46e812da4d8a4410e6d	true	2	PV13:16b9a33c1a5afadc6fe04e60;PV13:1a4438a2828def2a96382aa0	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.699"",""="",""""],[""-6.721"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:ca586b0cfa92678f05f61edd	true	2	PV13:8afef0a52ae8b632a16ffa5c;PV13:fa68da524a6b59200c731e5e	PEPlife2	"[[""0.462397997899"",""="",""""],[""1.47712125472"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:ca99f86af40a44c11eebf440	true	2	PV13:255e96f1d63b78ee3833a4df;PV13:5666afb58357b1a4bfe1a708	PEPlife2	"[[""1.19589965241"",""="",""""],[""1.20139712432"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:caff194bc9776227b030b9a6	true	2	PV13:900f6ac1f4894b5f0f1b63b8;PV13:9cec9880587f3ca33e9ca2fb	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.18"",""="",""""],[""-6.180456064"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:cb4da346d6c4bfecc2ad2bde	true	4	PV13:1835dbb6a2e7f71bc24d6248;PV13:31245af03483b862ddf55495;PV13:449e8e390936165993d9544d;PV13:87f0f6df466e60de6fb5687f	PEPlife2	"[[""0.979548374704"",""="",""""],[""1.04020662757"",""="",""""],[""1.0580462304"",""="",""""],[""1.0817072701"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:cc40c07307cf748125bd0114	true	2	PV13:d90b93010ee28a5caa7b58c2;PV13:ea4fd1b918bbdbdd0ae1007f	PEPlife2	"[[""0.255272505103"",""~"",""""],[""0.481920137601"",""~"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:cc4656ba8ec7183a0f9d7b9d	true	2	PV13:b947d7cda809636864db137b;PV13:c262d332cfd81bc265f6d7c0	PEPlife2	"[[""-1.41642341437"",""="",""""],[""-2.12493873661"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:cc9a9aaab68874fe217ade96	true	3	PV13:0242d626327cef6325ffaab8;PV13:435a261bf6a568b106492dc2;PV13:7264d33777fd50dab32c061b	PEPlife2	"[[""-0.602059991328"",""="",""""],[""-1.07918124605"",""="",""""],[""1.38021124171"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:ccdd9f7232acfc534223628e	true	2	PV13:99022078a4ef045b6bf6819c;PV13:ef1cab569cd6ad529fbfa347	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.244"",""="",""""],[""-6.367"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:cd6697a3c08b17dfca29534e	true	2	PV13:4145ce0d7c63f49130d0a94f;PV13:b0e19f05db66966efb4c243d	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.886"",""="",""""],[""-7.046"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:cf19c103aec7dd74c7bcf497	true	2	PV13:9a36143e45738f13e063e7a1;PV13:b70791840204d00bba35e416	PEPlife2	"[[""1.06818586175"",""="",""""],[""1.35218251811"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:cf9e01c5c3e6763f2dd1b498	true	2	PV13:863ee7d0fde553b5f45fa20c;PV13:9716530d73dac88ab9c8c240	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.444"",""="",""""],[""-6.796"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:cfdc3615cb329cb5a58258d0	true	5	PV13:1f546f1a7065e6e2830fd5c8;PV13:72256b683f71637c329abafd;PV13:83f35685049d218940ebf2a5;PV13:848714b8233a815200d6f9a6;PV13:ea0a86c6262169c1fdda64f7	PEPlife2	"[[""2.06445798923"",""="",""""],[""2.08635983067"",""="",""""],[""2.09342168516"",""="",""""],[""2.11260500153"",""="",""""],[""2.11727129566"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d0164752864c6a6018aa84e1	true	9	PV13:012424a4a6b69a9ee692bc01;PV13:12f43593020c37b78d8ff362;PV13:4d76160706a7344bfaf46412;PV13:62f59bd98738bd1ae05530ee;PV13:64838d57293be5afd18c537d;PV13:9b62d339fee9c871b3b71aa4;PV13:a9928803c7e2c1f312701693;PV13:d2721eb944f93703e7a746a4;PV13:e108f8f63639aefd25904035	PEPlife2	"[[""-0.236572006437"",""="",""""],[""-0.301029995664"",""="",""""],[""-0.397940008672"",""="",""""],[""-0.547702329005"",""="",""""],[""-0.602059991328"",""="",""""],[""-0.897337658103"",""="",""""],[""-1.15697496861"",""="",""""],[""0.120025233114"",""="",""""],[""0.568201724067"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d0c3a1073f230a0c808d52e8	true	10	PV13:01b370b5faf4a59612498c6d;PV13:0837934af2b15c99ce416604;PV13:13319a36e1169fd0bfc6c444;PV13:4cdca579141a31fe56ccc5fb;PV13:56152dd0c2f451c342fcb78a;PV13:752af32d031c6694939cb0cc;PV13:ba9e48e37ba7fad66004bd0f;PV13:bf3ba15a6bc04f054475a67c;PV13:f08dae334d6176b5a7824047;PV13:fe8b1760ec774ca872aec8de	PEPlife2	"[[""2.16136800223"",""="",""""],[""2.17609125906"",""="",""""],[""2.17897694729"",""="",""""],[""2.19033169817"",""="",""""],[""2.20139712432"",""="",""""],[""2.2121876044"",""="",""""],[""2.22271647115"",""="",""""],[""2.22608411598"",""="",""""],[""2.25647720624"",""="",""""],[""2.30362797638"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d0f9c31829bac3e497772202	true	2	PV13:247e50fb911b1bd65d795c1c;PV13:4337ed279e40f1fec3a584c4	PEPlife2	"[[""-1.47712125472"",""<"",""""],[""0.698970004336"",""<"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d11081b4cc03801b06ff41d9	true	2	PV13:4be3a282107aaf3d4e9eef72;PV13:932ac7396585f8abea2499b3	acs_jmedchem_5c00544	"[[""125"",""="",""""],[""162"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d1a14053621851d60086bad4	true	3	PV13:7f550d85cb34d1b2b4955f83;PV13:b3921ceca488a4bb4553eb1c;PV13:ff5d0d53f4cdc9c3c69f1340	PEPlife2	"[[""-1.07918124605"",""="",""""],[""-1.30102999566"",""="",""""],[""-1.54770232901"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d219e5c15b2d07945dd8e52b	true	3	PV13:13ea9155cbdd37cbb8f6553f;PV13:1802a4393e43f5e349ff15a9;PV13:d539b0bef88e7d38407c6bbe	PEPlife2	"[[""-0.176091259056"",""="",""""],[""-0.191563945712"",""="",""""],[""0.121121936934"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d2248e66e92856d856edb571	true	5	PV13:04f0685f6cd0224e590c2888;PV13:a5d42e09735a442eef1ae4da;PV13:ac63ff27f5f37f6c6a5f28a6;PV13:ca9a3797bacd00bca0cf6fbf;PV13:e3d3e3d9d441fb448e0ef78d	NIST ThermoML	"[[""-1.95400458125"",""="",""""],[""-2.02946717023"",""="",""""],[""-2.08557221396"",""="",""""],[""-2.2665940668"",""="",""""],[""-2.4582585499"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d24d3a88b5b39e250bce179d	true	2	PV13:023f3c6e6597cd4e57ae4366;PV13:f2489eb5e87bd68339c78a59	PEPlife2	"[[""-0.187086643357"",""="",""""],[""0.602059991328"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d25358efe6b47bd470583059	true	2	PV13:8ff8a698d6a0e176caa3dff0;PV13:e2d1546a868a6f6cc6097249	PEPlife2	"[[""0.778151250384"",""="",""""],[""1.07918124605"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d297a8a54d2268013eefb028	true	2	PV13:3057bc093c9b0302104e45ee;PV13:bffa4ce1284085db00951474	PEPlife2	"[[""-0.262277406672"",""="",""""],[""-0.324832910337"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d2efab78006a705425c7d881	true	2	PV13:05fdb9f51cb7bbe492856571;PV13:cb1d0d06fea27ce294c79b11	PEPlife2	"[[""0.176091259056"",""="",""""],[""1.9243826772"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d356791a9bb9075afa85066e	true	5	PV13:4c8e0c9b0892447756ac1d5e;PV13:580b7c5677b0bf388cf27862;PV13:db0463df6d19dc7fe18dc8d7;PV13:e98d47a6f8d2c26fab5a97bd;PV13:f358f3c4018b26d3d83d596d	PEPlife2	"[[""-0.601192269797"",""="",""""],[""-0.604964981971"",""="",""""],[""-0.616783248149"",""="",""""],[""-0.674347529428"",""="",""""],[""0.78055732015"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d356dba170b404b3bd3c037b	true	2	PV13:56554ef67723a1dbaa425cc4;PV13:59b44b42b0d7cad5398e9555	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.854"",""="",""""],[""-7.699"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d359558a7a6321155af4f4e3	true	2	PV13:a3608711a67b39cdb566a321;PV13:b58f890ee59717635e0454f4	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.337"",""="",""""],[""-6.638"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d3bd0f905ace8d25216a4989	true	2	PV13:250caa6b9b8130a3db0eeeb5;PV13:4ea64c6a2cfba0fd18ad8828	acs_jmedchem_5c00544	"[[""206"",""="",""""],[""295"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d3d21fb3ea4a29fe579192a3	true	2	PV13:07934f12c4f43b05ab410d85;PV13:8c639a78304a3cdbd1a5d6c3	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.921"",""="",""""],[""-7.222"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d4efc44e3088ee1ebdbf9a57	true	2	PV13:501864884f96d70e90cf6f36;PV13:defb1f88f47b869b97323351	PEPlife2	"[[""-1.09872335377"",""="",""""],[""-1.10976533369"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d582e8ae9153aff495f7ed61	true	3	PV13:567ccaacf69d1cb3de1caacc;PV13:d6d1d88a0d8bb65f51581177;PV13:e76108093e050e6d0bfb1f80	PEPlife2	"[[""0.792391689498"",""="",""""],[""0.880813592281"",""="",""""],[""0.954242509439"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d5cbf8962bae8bd0c00c3e52	true	2	PV13:029742ce01b3ef31d78a1378;PV13:702d98b2bdb14a0a739979c5	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.254"",""="",""""],[""-5.562"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d6528c28001c17d378737cd0	true	3	PV13:5a60538ebb0feb6f4602247a;PV13:7c82e2821b011960d08ccca1;PV13:9210e2484b51f3e7b77ab2c8	PEPlife2	"[[""-1.34066493733"",""="",""""],[""-1.44235914846"",""="",""""],[""-2.18155415476"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d66040d53031b7d90093689f	true	2	PV14:fb96476eecb9b65f1f43fd3b;PV14:fce6fffa97c68c3c11200ec2	primary_pk_literature_v14	"[[""4.050000000000000000000000001"",""="",""""],[""4.116666666666666666666666667"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d667d432ccb75f418ffa9489	true	8	PV13:0499e542c5ad73b918530122;PV13:04b7f35f1738088dc790d2a5;PV13:0972a366ff898a21a8a68711;PV13:3f50aae7e750f2315bf4c1d7;PV13:4154804ad27662bc678e2bfa;PV13:d78f94ed65ccf97ff8ee861f;PV13:e9576fe42bed1325c25d2d06;PV13:eec72cd4ad78903dfd126c25	PEPlife2	"[[""-0.0655015487564"",""="",""""],[""-0.0915149811214"",""="",""""],[""0.485721426482"",""="",""""],[""0.515873843712"",""="",""""],[""0.720159303406"",""="",""""],[""0.830588668685"",""="",""""],[""0.922206277439"",""="",""""],[""1.00389116624"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d6c120a55f0508b6f208d2ae	true	2	PV13:9157edab12cdfd731b7270b2;PV13:b11e1873b1a69f8010ecc38c	CycPeptMPDB	"[[""-5.54"",""="",""""],[""-6.1"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d6e573fd8e26ffa9ef2c907b	true	3	PV13:2059492082fe800d502577e9;PV13:59a6efc898a5b0540839209e;PV13:dea24ac74c8c15221382dd53	PEPlife2	"[[""-0.161150909263"",""="",""""],[""0.278753600953"",""="",""""],[""1.63457802285"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d71e2f711a878c241bb38437	true	2	PV13:d3b49a326e2d0093122ff03d;PV13:f166a17a35767c8f4d803187	PEPlife2	"[[""-0.0791812460476"",""="",""""],[""-0.52287874528"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d73cd4f8638d61f5b5dc3376	true	3	PV13:08659ebcdc32c67b88a04a11;PV13:48e70ccd5350b5b4c4f92901;PV13:8835dceacb73c17e7147764b	PEPlife2	"[[""0.43775056282"",""="",""""],[""0.617000341121"",""="",""""],[""0.646403726223"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d7d127d8a1b8a1c9d093343d	true	2	PV13:dc7922d5d912466cf7a320e8;PV13:edd5cbac57d6856c77d49661	PEPlife2	"[[""-0.602059991328"",""="",""""],[""-1.77815125038"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d7f860297f715fdc16dde036	true	2	PV13:386bfd4791ff34c7da386d91;PV13:801700346ba7f566c4663f77	CycPeptMPDB	"[[""-5.37"",""="",""""],[""-5.54"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d82de4372ed38fd6934f60ba	true	2	PV13:6e3048cc5fd80b83b666edb7;PV13:d3bc29b7027c7e7df0e5b121	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.237"",""="",""""],[""-6.796"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d884be7e4819154b4cce517c	true	4	PV13:5095b1ac76210281cee8b3e5;PV13:6db28f5591976a08a190a083;PV13:8b1104c56a0bf2f2e33abe28;PV13:feac21387110b24029a0de10	NIST ThermoML	"[[""-0.565431095966"",""="",""""],[""-0.663540266151"",""="",""""],[""-0.801342913046"",""="",""""],[""-0.896196279044"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d8a16db1c4e7706a6d106a5e	true	2	PV15:868582ad21fa5acedb9786e8;PV15:be53ff405e614b79aa97f630	primary_ppb_kp_v15	"[[""0.888"",""="",""""],[""0.9"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d97f4b1d84deca195ecd2b56	true	2	PV13:62e505316fa3bd6afcee373a;PV13:db2aa384f9bbd77301eeb227	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.398"",""="",""""],[""-6.585"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:d9d45706a187f9120c1b2cd6	true	2	PV13:2364269698e0ccd0ddf6deca;PV13:f6bc5fc6125ebb6d2620b850	PEPlife2	"[[""0.176091259056"",""="",""""],[""1.08990511144"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:db29c0ca646ab0e49aa33e55	true	2	PV13:744d9a324b77b2c87782bb7a;PV13:bd7211e624060ce1d76f389c	CycPeptMPDB	"[[""-5.63"",""="",""""],[""-6.74"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dba36d16c77ae2d1ad73edf4	true	2	PV13:46880561c06314d4a40aaabf;PV13:7c93a7b083b644499d1587b2	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.74"",""="",""""],[""-6.42"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dba588ac8635b58052797fd5	true	2	PV13:b40bcc971bcae6f0c8df92f7;PV13:f3118ef0244a33b68fcd1951	PEPlife2	"[[""0.447158031342"",""="",""""],[""0.579783596617"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dbc84d7fed320d342c93b813	true	4	PV13:399fe00478c5bfd3ea524f11;PV13:654c9bfc09b7dfcecf0e15c0;PV13:86446a35a7fc1d98ebffd80b;PV13:f8e77e310ba6ffef1b7530b8	PEPlife2	"[[""-0.622815212919"",""="",""""],[""-0.706269243078"",""="",""""],[""-0.933674074638"",""="",""""],[""-1.68824613894"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dc8d71766aac82adde76d7b0	true	2	PV13:13aac5aad175236dbeb8a642;PV13:a74de374239f870894b9485c	PEPlife2	"[[""-0.823908740944"",""="",""""],[""-1"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dcc7b7251f462ec399d91f54	true	2	PV13:c265aef4b7db59468f59def7;PV13:fe38203e79652f6977011119	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.854"",""="",""""],[""-7.301"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dd1039c368da1d35a301331c	true	2	PV13:9fae6259661495c784c2e9b4;PV13:d860fa0b325aa5c91bbc6583	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.764"",""="",""""],[""-6.102"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dd4abc7b94669de510fd90a8	true	2	PV13:644a6c708c9faf8ae0b4a06b;PV13:d74bd26ddbf034eac6753160	PEPlife2	"[[""-0.0299632233774"",""="",""""],[""-0.209949526317"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dd91730e701c21053d1418f3	true	2	PV13:72dea5ec06d2e3b58543ea4d;PV13:a142448f9404fb68c8333d46	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-4.786"",""="",""""],[""-4.786216701"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dd91aa6e2b77b9a2f9711942	true	2	PV13:552918d04edb2f1482c8c73b;PV13:b5e7b9421db016a41e58f410	PEPlife2	"[[""0.236789099409"",""="",""""],[""0.291368850452"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dddc0cb3aa818594631744be	true	5	PV13:1ee76267013ce6193b22fe5e;PV13:29a7668e53884a03fe24d7ad;PV13:a993a2e1626f690bbf51b9ab;PV13:c21f1ef8159cd6ac9fbf5e58;PV13:c760860d4ec55b42383926fd	NIST ThermoML	"[[""-2.78901302617"",""="",""""],[""-2.95675564599"",""="",""""],[""-3.10829532376"",""="",""""],[""-3.25735341006"",""="",""""],[""-3.29234467647"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dddfff2bbad02cfc0c369f3b	true	2	PV13:6181281c0899a6ddc9bafa76;PV13:bc0b67dfe6ad750780b3d6b0	PEPlife2	"[[""0.0273496077748"",""="",""""],[""1"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:de2c2e0b479afaef23505c5a	true	2	PV13:c477be64387421adf3adceb6;PV13:dd4e33195ef98b713df44a14	PEPlife2	"[[""0.380211241712"",""="",""""],[""0.447158031342"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:dee316ae34f76a8c3ea1700b	true	6	PV13:5f3795f4f998a5fb4fb5e80d;PV13:6100a60b510ff7191be8fc5e;PV13:8566693ddb46982cf5706f5d;PV13:a381ac5f5abf350ef3aef29b;PV13:ae8af415edb686062b69d22c;PV13:c65150c3eccb87ea07e68e44	PEPlife2	"[[""-1.28678955655"",""="",""""],[""-1.3784775289"",""="",""""],[""-1.38369956956"",""="",""""],[""-1.40340290437"",""="",""""],[""-1.42404281124"",""="",""""],[""-1.44169151654"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:df02a43f4f58c68510fc7051	true	2	PV13:1bff953e37b4cc2d9e7489ba;PV13:5e942956aeb4a3d7036cba2d	PEPlife2	"[[""-0.47712125472"",""~"",""""],[""-1.07918124605"",""<"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:df374a5bb3ebc45f511c7e03	true	5	PV13:3adf47c8dbd367d8d2810605;PV13:5b65898d8a2ae1dda756af25;PV13:663f8b550b62674b9c474f57;PV13:9ad1c2fdf51081b32d34b3bb;PV13:e242ac8f1b6f6e09cfb4d1c8	PEPlife2	"[[""0.462397997899"",""="",""""],[""0.785329835011"",""="",""""],[""1.69372694892"",""="",""""],[""1.84818911699"",""="",""""],[""1.88309335858"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:e01579e37ad3a665da4a9809	true	2	PV13:3078d2f1fe3cd0ea178d4fa5;PV13:c7910c14132efd2d92d6a56c	CycPeptMPDB	"[[""-5.1"",""="",""""],[""-6.18"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:e0871628a8b034e9ec08541a	true	4	PV13:0fae7898015a8466e3f09ea6;PV13:857bec15d966b4657055e506;PV13:b103e31245e5267a061f3a18;PV13:f2f8e289cc7cdba6efe820c7	PEPlife2	"[[""-0.596307662439"",""="",""""],[""-1.09062228917"",""="",""""],[""-1.98575956089"",""="",""""],[""0.255272505103"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:e0c182baccd4b9f812c29b40	true	2	PV13:47add57d7aba937b739c4fc6;PV13:6ed0bd611ddaa86e911d6822	PEPlife2	"[[""-0.576754126063"",""="",""""],[""-1.47712125472"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:e0e402c3da567702585e6c23	true	2	PV13:8094fc903998d1a50058d5a5;PV13:ae7d6703eb8a70f4538b3867	PEPlife2	"[[""-1.07918124605"",""="",""""],[""-1.54770232901"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:e13d4d73b543ac17b7d4549f	true	4	PV13:23030325d313987160b223bd;PV13:a66423793d48ff9289162e7a;PV13:b4a41e100fc824db34c9fba2;PV13:fd6a28361bc62a1bf072b1d1	PEPlife2	"[[""-2.15490195999"",""="",""""],[""-2.26850077084"",""="",""""],[""-2.33099321904"",""="",""""],[""-2.34411489636"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:e13f49269efa6f2f5a1620d5	true	12	PV13:06dc904fdb142920813818fc;PV13:0f3cbba0d660fc8ce2c7c294;PV13:214167198c6c4b8f1de07eee;PV13:3fc1fa0206f505ab4f9093c1;PV13:4025e93b9cd759489b3ba47a;PV13:76e7afa85080a53123f357de;PV13:886317ae9fe2125eb130060a;PV13:8f51b5ff463b3dc409b90ad6;PV13:c33de6374dc989ac1abccb63;PV13:d6f8e02c80d24abb05b9f34b;PV13:e9ddd7fbad55f39e20dac9be;PV13:f625d8024fdcb11a5afca992	PEPlife2	"[[""0.255272505103"",""="",""""],[""0.301029995664"",""="",""""],[""0.322219294734"",""="",""""],[""0.462397997899"",""="",""""],[""0.491361693834"",""="",""""],[""0.518513939878"",""="",""""],[""0.556302500767"",""="",""""],[""0.61278385672"",""="",""""],[""0.662757831682"",""="",""""],[""0.778151250384"",""="",""""],[""0.86332286012"",""="",""""],[""1.38021124171"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:e248ddf31549202661496808	true	2	PV13:3ff2b0f828c61b0b67629e82;PV13:4ec09e97d6939531c078d674	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.347"",""="",""""],[""-6.699"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:e2eeb695c7cb8cf99c75b932	true	8	PV13:39e81fd8fee89f2e036dfbe0;PV13:405e111b020ee0a993ee631f;PV13:4831319b09ee923ca83e724a;PV13:6b8ef7b94d437a635b84d2b9;PV13:7eb164c9f739683810e979b4;PV13:823e5c81c1a825e20cfb221c;PV13:ab8f806dfcce73875b0a12f3;PV13:f39c1aa641a578705518e50b	PEPlife2	"[[""1.07188200731"",""="",""""],[""1.1105897103"",""="",""""],[""1.17609125906"",""="",""""],[""1.18752072084"",""="",""""],[""1.30749603791"",""="",""""],[""1.33445375115"",""="",""""],[""1.54900326203"",""="",""""],[""1.717670503"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:e31b0ec928c3c76dcb76e5d9	true	2	PV13:452307bfa1591f43f48ac1a6;PV13:999489f32e1e57e80bcb412a	CycPeptMPDB	"[[""-5.932986852"",""="",""""],[""-8.678860161"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:e329b8314c86d4ed1f9b0feb	true	2	PV13:9f0f9b5a372b3ad3a5922867;PV13:adb10f639d1d38abd7ca9fa1	PEPlife2	"[[""-0.681241237376"",""="",""""],[""-0.795880017344"",""="",""""]]"	replicate_variability_or_condition_conflict_review
